Codigo;C;C+;C-;D;D+;D-;B;B+;B-;d;d+;d-;GR;GR+;GR-;GA;GA+;GA-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;PORCENTAJE DE GRASA;TIPO DE GRASA;TORQUE DESELLOS +;TORQUE DESELLOS -;Fecha Rev. Plano;Rev.
B&P-040-1209-TN-C3-HLBR;19;0;-120;85;0;-15;19;0;-120;45;0;-12;C3;44;21;-;-;-;65;60;65;60;-;-;-;-;14/08/2024;E
