Codigo;C;C+;C-;D;D+;D-;B;B+;B-;d;d+;d-;GR;GR+;GR-;GA;GA+;GA-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;PORCENTAJE DE GRASA;TIPO DE GRASA;TORQUE DESELLOS +;TORQUE DESELLOS -;Fecha Rev. Plano;Rev.
B&P-040-1206-TN-C3-HLBR;16;0;-120;62;0;-13;16;0;-120;30;0;-10;C3;35;19;-;-;-;64;58;64;58;-;-;-;-;14/08/2024;B
