Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-048-SER-51;3,5;100;-100;3,5;100;-100;53,086;0;-13;14,46;0;-127;-;38;13;64;58;64;58;09/12/2021;G
