Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-048-SER-51;19,694;0;-120;19,694;0;-120;47;0;-13;28,5;0;-20;-;-;-;64;58;64;58;26/02/2018;H
