Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-048-SER-51;18,669;0;-120;18,669;0;-120;45,225;0;-13;16,053;0;-60;-;52;36;64;58;64;58;03/12/2014;B
