Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-048-SER-51;18,288;0;-120;18,288;0;-120;40;0;-11;16,256;0;-127;-;-;-;-;-;-;-;09/12/2021;A
