Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-048-SER-51;19,428;0;-127;19,428;0;-127;53,086;0;-13;16,13;10;-120;-;38;13;64;58;64;58;23/03/2016;D
