Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-048-SER-51;28,58;40;-40;28,58;40;-40;140;0;-18;80,96;24;5;C3;58;30;62;58;62;58;02/06/2025;D
