Codigo;C;C+;C-;D;D+;D-;B;B+;B-;d;d+;d-;GR;GR+;GR-;GA;GA+;GA-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;PORCENTAJE DE GRASA;TIPO DE GRASA;TORQUE DESELLOS +;TORQUE DESELLOS -;Fecha Rev. Plano;Rev.
B&P-040-1208-TN-C3-HLBR;18;0;-120;80;0;-13;18;0;-120;40;0;-12;C3;40;23;-;-;-;64;58;64;58;-;-;-;-;08/03/2024;C
