Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Cage type;Fecha Rev. Plano;Rev.
B&P-042-22211-CW33C3 - HLBR;25;0;-150;25;0;-150;100;0;-15;55;0;-15;C3;90;60;64;58;64;58;Acero/Steel;16/10/2024;C
