Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Cage type;Fecha Rev. Plano;Rev.
B&P-042-22210-CW33C3 -HLBR;23;0;-120;23;0;-120;90;0;-15;50;0;-12;C3;75;55;64;58;64;58;Acero/Steel;29/05/2025;B
