Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-048-CF5202-2RST-;36;300;-300;36;300;-300;86;200;-200;100;0;-54;-;-;-;-;-;-;-;23/03/2016;A
