Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-040-51310;18;0;-120;18;0;-120;80;0;-13;40;0;-12;C3;40;23;64;58;64;58;08/03/2024;C
