Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-040-51310;22;25;-300;22;25;-300;120;0;-22;90;0;-20;-;-;-;64;58;64;58;05/08/2022;A
