Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-040-51310;12;20;-250;12;20;-250;52;0;-19;35;0;-10;-;-;-;64;58;64;58;14/05/2024;B
