CODIGO;C;C+;C-;B;B+;B-;D;D+;D-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;FECHA REV. PLANO;REV.
B&P-040-51310;31;0;-150;31;0;-150;65;0;-15;C3;90;65;64;58;64;58;16/06/2023;B
