Elegido;264;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30
Numero;Codigo;C;C+;C-;D;D+;D-;B;B+;B-;d;d+;d-;GR;GR+;GR-;A;A+;A-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;TORQUE DE SELLOS +;TORQUE DE SELLOS -;PORCENTAJE DE GRASA;TIPO DE GRASA;Fecha Rev. Plano;Rev.
118;W-209-PPB5;30.175;0;-127;85;0;-13;36.52;0;-127;NO;NO;NO;C3;18;36;32.766;127;-127;58 HRC;62 HRC;58 HRC;62 HRC;……………………….;……………………….;;;……………….;……….
119;B&P-048-W209-YYB2-HBZD;30.175;0;-127;85;0;-15;30.175;0;-127;45;0;-13;C3;18;36;NO;NO;NO;58 HRC;62 HRC;58 HRC;62 HRC;NO;NO;65% - 75%;Polyrex;2024-05-24 00:00:00;A
120;W-210-PP4;30.18;0;-127;90;0;-15;30.18;0;-127;NO;NO;NO;RADIAL;18;36;29.97;127;-127;;;;;……………………….;……………………….;;;……………….;……….
121;W211KRRB50;25.001;0;-150;100;0;-15;42.863;0;-150;NO;NO;NO;C3;18;36;44.475;127;0;64;58;64;58;……………………….;……………………….;16,032 - 21,376;Polyrex;……………….;……….
122;WLG5208-2RSTW;32.86;0;-120;80;0;-110;30.163;0;-120;40;0;-120;C4;33;54;NO;NO;NO;;;;;……………………….;……………………….;;;……………….;……….
123;B&P-048-205-KYY5 - ZJXY;15;0;-120;52;0;-13;25.4;0;-120;NO;NO;NO;RADIAL;13;38;22.25;127;0;64;58;64;58;0.237;0.158;4,8 - 6,4;Polyrex;2017-09-22 00:00:00;A
124;207KRRB9;17;0;-127;72;0;-13;37.694;0;-127;NO;NO;NO;Radial (C0);20;5;28,6;127;0;64;58;64;58;31,8cNm / 0,318Nm;24,7cNm / 0,247Nm;60-80%;Polyrex;2017-09-22 00:00:00;0
125;BPB-048-204-KRR6 - XCTJ;16;0;-127;44.56;0;-13;20.43;0;-127;NO;NO;NO;Radial;46;36;19.45;127;0;64;58;64;58;0.091;0.057;70 - 80%;Polyrex;2017-08-03 00:00:00;A
126;B&P-048-5203-KYY2 - ZJXY;39.12;0;-380;40;0;-11;44.12;0;-380;16.256;0;-127;Radial;5;20;NO;NO;NO;64;58;64;58;12,7cNm / 0,127Nm;10,2cNm / 0,102Nm;6 - 6,95;polyrex;2013-05-21 00:00:00;A
127;B&P-048-GW-208-PPB22-ZJXY;21;0;-127;80;0;-13;36.52;0;-127;32.4;400;0;C3;33;15;31.775;127;0;64;58;64;58;0.56 Nm;0.37 Nm;9.6 - 12.8;polyrex;2017-02-15 00:00:00;0
128;B&P-048-G-210-KPPB2-ZJXY ;22;0;-127;90;0;-13;30;0;-127;NO;NO;NO;Radial;36;18;39.5;20;0;64;58;64;58;1.356 Nm;0.941 Nm;60% - 80%;polyrex;2018-09-21 00:00:00;0
129;B&P-048-W208PPB16-ZJXY   ;18;0;-127;80;0;-13;36.52;0;-127;NO;NO;NO;C3;15;33;31.775;127;0;64;58;64;58;1.3 Nm;0.74 Nm;9.6 - 12.8;polyrex;2017-05-22 00:00:00;0
130;B&P-048-W208KRRB6-ZJXY   ;21;0;-127;80;0;-13;36.52;0;-127;NO;NO;NO;C0;20;6;34.95;127;0;64;58;64;58;0.18 Nm;0.13 Nm;60% - 80%;polyrex;2016-04-18 00:00:00;0
131;B&P-048-W-208-YYB22-ZJXY ;21;0;-127;80;0;-13;36.52;0;-127;NO;NO;NO;C3;33;15;31.775;127;0;64;58;64;58;0.56 Nm;0.37 Nm;9.6 - 12.8;polyrex;2018-10-26 00:00:00;D
132;BPB-048-203-KRR2-HSHN;12;0;-120;40;0;-11;18.288;0;-120;16.256;0;-127;Axial;18;8;NO;NO;NO;64;58;64;58;0.0918 Nm;0.0564 Nm;60% - 80%;polyrex;2019-01-17 00:00:00;0
133;B&P-048-AG-1235-B-CMI;18.263;0;-127;53.086;0;-13;19.428;0;-127;16.13;-10;-120;Axial;54;18;NO;NO;NO;64;58;64;58;16,9cNm / 0,169Nm;12,7cNm / 0,127Nm;3,2 - 4,27;Polyrex;2025-05-23 00:00:00;H
134;B&P-048-BB203-KRR2FD-HNHL;12;0;-120;40;0;-11;18.288;0;-120;16.256;0;-127;Axial;51;10;NO;NO;NO;64;58;64;58;0.071;0.106;1,7 - 2,2;Polyrex;2010-06-25 00:00:00;0
135;BPB-048-BB204-KYY2-HNHL ;14;0;-120;47;0;-13;20.955;0;-120;NO;NO;NO;C3;43;36;17.653;130;0;64;58;64;58;0.112;0.169;60% - 80%;Polyrex;2019-01-03 00:00:00;A
136;BPB-048-59190-CMI;21.78;0;-120;47;0;-13;24.98;0;-120;20;0;-10;Axial (C3);34;16;NO;NO;NO;64;58;64;58;0.12;0.08;60% - 80%;Polyrex;2018-12-20 00:00:00;D
137;B&B-048-59196-20-CMI;22.8;0;-120;45.225;0;-13;26;0;-120;20.28;10;-10;Axial (C0);25;7;NO;NO;NO;64;58;64;58;0.127;0.102;3.8 - 4.59;Polyrex;2023-03-16 00:00:00;A
138;BPB-048-AG-1235-B-HNHL   ;18.263;0;-127;53.086;0;-13;19.428;0;-127;16.13;-10;-120;Radial/Axial;38 / 54;13 / 18;NO;NO;NO;64;58;64;58;0.169Nm;0.127Nm;3.2 - 4.27;Polyrex;2013-09-25 00:00:00;D
139;B&P-048-207-KRRB17-ZJXY  ;17;0;-127;72;0;-13;25;0;-127;32.5;NO;NO;RADIAL;5;20;31.8;127;0;64;58;64;58;0.318 Nm;0.247 Nm;60%- 80%;polyrex;2019-01-25 00:00:00;C
140;B&P-048-210KRRB52-ZJXY   ;22;0;-120;91.5;0;-13;30;0;-120;NO;NO;NO;RADIAL;36;18;38.1;127;0;64;58;64;58;0.57;0.35;60%- 80%;polyrex;2018-11-16 00:00:00;A
141;B&P-048-208KPPB52-HNHL;18;0;-127;80;0;-13;28;0;-127;30;50;-50;RADIAL;33;15;28.6;127;0;64;58;64;58;1.3Nm;0.644Nm;9.6-12.8;polyrex;2022-06-30 00:00:00;A
142;B&P-048-204-JY3-CMI;15.494;0;-120;45.23;0;-13;18.699;0;-120;16.053;0;-60;RADIAL;52;36;NO;NO;NO;64;58;64;58;16cNm / 0,16Nm;10cNm / 0,1Nm;60%-80%;polyrex;2022-06-09 00:00:00;E
143;B&P-048-59196-CMI;22.8;0;-120;45.225;0;-13;26;0;-120;16;30;0;Axial (C0);25;7;NO;NO;NO;64;58;64;58;0.127 Nm;0.102 Nm;4.59gr - 3.8gr;Polyrex;2023-04-06 00:00:00;D
144;B&P-048-AG-1235-PPZ9-CMI;18.263;0;-127;53.086;0;-13;29.2;0;-127;14.46;0;-127;Axial/Radial;54/38;18/13;NO;NO;NO;64;58;64;58;0.169;0.127;4.8-6.4;Polyrex;2014-10-07 00:00:00;D
145;B&P-048-5203-KYY5-ZJXY;39.12;0;-380;40;0;-11;44.12;0;-380;16.256;0;-127;Radial;20;5;NO;NO;NO;64;58;64;58;0.127 Nm;0.102 Nm;7.4-6.47 gr;Polyrex;2021-12-10 00:00:00;C
146;BPB-048-206-K14-ZJXY;16;0;-120;62;0;-13;24;0;-120;31.773;0;-10;Radial C3;28;13;NO;NO;NO;64;58;64;58;;;;;2019-06-05 00:00:00;A
147;B&P-048-206-KRRB6-ZJXY   ;16;0;-120;62;0;-13;24;0;-120;;;;Radial C3;28;13;25.425;127;0;64;58;64;58;0.092Nm;0.056Nm;6.47-4.85 gr;Polyrex;2017-09-22 00:00:00;D
148;B&P-048-209-KYYB2-ZJXY;19;0;-120;85;0;-13;30;0;-120;39.5;20;0;C3;18;36;38.125;127;0;64;58;64;58;0.677 N.m;0.451 N.m;10.7-14.3 gr;Polyrex;2018-10-29 00:00:00;0
149;B&B-048-207-KRRB19-ZJXY;19;0;-120;72;0;-13;37.694;0;-120;32.5;NO;NO;Radial;33;15;31.8;127;0;64;58;64;58;0.2994 Nm;0.0918 Nm;60% - 80%;Polyrex;2019-01-28 00:00:00;C
150;B&P-048-5203-KYY9-CMI;17.463;0;-120;40;0;-11;24.463;0;-120;16.13;-10;-120;AXIAL C3;31;13;NO;NO;NO;64;58;64;58;0.17 Nm;0.25 Nm;3.2 - 2.4 gr;Polyrex;2022-10-25 00:00:00;C
151;BPB-048-203-KRR12-HSHN;20;0;-120;44.5;0;-11;13;0;-120;7;0;-8;RADIAL;25;11;NO;NO;NO;64;58;64;58;0.03 Nm;0.013 Nm;1.74 - 1.16 gr;Polyrex;2018-02-27 00:00:00;B
152;B&P-048-207-KRRB12-ZJXY;17;0;-127;72;0;-13;25;0;-127;30;50;-50;RADIAL (C0);23;7;28.6;127;0;64;58;64;58;0.318 Nm;0.247 Nm;50-70 %;Polyrex;2017-09-22 00:00:00;D
153;B&P-048-W-211KRRB50-ZJXY;25.001;0;-150;100;0;-15;42.863;0;-150;46;0;0;RADIAL (C3);36;18;44.475;127;0;64;58;64;58;0.484 Nm;0.396 Nm;21.376 - 16.032 gr;Polyrex;2013-08-15 00:00:00;0
154;BPB-048-BB203-KRR2FD-HNHL;12;0;-120;40;0;-11;18.288;0;-120;16.256;0;-127;Axial;51;10;NO;NO;NO;64;58;64;58;0.071;0.106;1,7 - 2,2;Polyrex;2022-10-18 00:00:00;B
155;BPB-048-204-KYY7-CMI;15.694;0;-120;47;0;-13;19.694;0;-120;16.053;0;-60;AXIAL;52;36;NO;NO;NO;64;58;64;58;0.169Nm;0.1129Nm;3 - 2 gr;Polyrex;2018-02-26 00:00:00;H
156;B&P-048-204-KYY7-HNHL;15.494;0;-120;47;0;-13;19.694;0;-120;16.053;0;-60;AXIAL;52;36;NO;NO;NO;64;58;64;58;0.169Nm;0.1129Nm;3 - 2 gr;Polyrex;2022-06-09 00:00:00;K
157;B&P-048-204-KRRB2-ZJXY;14;0;-120;47;0;-13;20.995;0;-120;NO;NO;NO;RADIALC3;28;13;17.653;127;0;58;64;58;64;5,6cNm / 0,056Nm;9,2cNm / 0,092Nm;2,87 - 3,83;Polyrex;2018-10-30 00:00:00;A
158;B&P-048-208-KRR4-ZJXY;21;0;-120;80;0;-13;27.508;0;-120;38.894;0;-13;Radial C3;33;15;NO;NO;NO;64;58;64;58;0.176Nm;0.127Nm;9.6-12.8gr;polyrex;2018-11-07 00:00:00;A
159;B&P-048-G-209-KYYB2-ZJXY;19;0;-120;85;0;-15;30;0;-120;39.5;20;0;Radial C3;36;18;38.125;127;0;64;58;64;58;0.677Nm;0.451Nm;14.3-10.7gr;polyrex;2017-09-22 00:00:00;D
160;BPB-048-203-KRR3-E2 - CMI;15;0;-120;50.8;0;-13;15;0;-120;15.95;0;-8;C3;25;11;NO;NO;NO;64;58;64;58;0.09;0.055;1,2 - 1,8;polyrex;2017-05-08 00:00:00;E
161;BPB-048-206-KRR6-ZJXY;16;0;-127;62;0;-13;24;0;-127;NO;NO;NO;C3;28;13;25.4;127;0;64;58;64;58;0.092Nm;0.056Nm;60% - 80%;Polyrex;2018-03-01 00:00:00;E
162;B&P-048-208KPPB52-ZJXY;18;0;-127;80;0;-13;28;0;-127;30;50;-50;RADIAL;33;15;28.6;127;0;64;58;64;58;1.3Nm;0.644Nm;9.6-12.8;polyrex;2014-10-06 00:00:00;0
163;BPB-048-205-PP9-HNHL;15;NO;NO;52;NO;NO;34.925;NO;NO;19.202;NO;NO;RADIAL;38;13;NO;NO;NO;64;58;64;58;0.169N.m;0.127N.m;4.8-6.4gr;polyrex;2019-11-27 00:00:00;0
164;BPB-048-AG-1235-PPZ9-HNHL;18.263;0;-127;53.086;0;-13;29.2;0;-127;14.46;0;-127;Axial/Radial;54 / 38;18 / 13;NO;NO;NO;64;58;64;58;0.169 Nm;0.127 Nm;4.8-6.4gr;polyrex;2020-05-20 00:00:00;F
165;BPB-048-203-KRR2-YS;12;0;-120;40;0;-11;18.288;0;-120;16.256;0;-127;RADIAL;46;36;NO;NO;NO;64;58;64;58;0.0918 N.m;0.0564 N.m;60% - 80%;Polyrex;2018-11-08 00:00:00;0
166;BPB-048-G-207-KYY2-ZJXY;19;0;-120;72;0;-13;37.7;0;-120;36.83;127;0;RADIAL;33;15;31.8;127;0;64;58;64;58;0.318 N.m;0.247 N.m;60%-80%;Polyrex;2018-07-02 00:00:00;A
167;B&P-048-207-KRRB9-ZJXY;17;0;-127;72;0;-13;37.694;0;-127;NO;NO;NO;C0;20;5;28.6;127;0;64;58;64;58;0.318 N.m;0.247 N.m;60%-80%;Polyrex;2017-05-18 00:00:00;0
168;BPB-048-59190-16-HNHL;21.78;0;-120;47;0;-13;25.48;0;-120;16.13;120;-10;AXIAL C0;25;7;NO;NO;NO;64;58;64;58;NO;NO;60%- 80%;Polyrex;2014-08-08 00:00:00;0
169;B&P-048-5203-KYY9;17.463;0;-120;40;0;-11;24.463;0;-120;16.13;-10;-120;AXIAL C3;31;13;NO;NO;NO;64;58;64;58;0.17 Nm;0.13 Nm;3.2 - 2.4 gr;Polyrex;2018-03-29 00:00:00;0
170;BPB-048-205KYR2-HNHL;15;0;-127;52;0;-13;18.2;0;-127;25.7;100;NO;RADIAL;38;13;22.25;127;0;64;58;64;58;0.160 Nm;0.100 Nm;3.36 - 4.48  gr;Polyrex;2020-01-08 00:00:00;0
171;B&P-048-205-KRR2 -HNHL;15;0;-120;52;0;-13;25.4;0;-120;NO;NO;NO;Radial;38;13;22.25;127;0;64;58;64;58;9cNm/0,09Nm;6cNm/0,06Nm;4,8-6,4;Polyrex;2017-05-18 00:00:00;0
172;B&P-048-205-KRRB2 -HNHL;15;0;-120;52;0;-13;25.4;0;-120;NO;NO;NO;Radial;38;13;22.25;127;0;64;58;64;58;9cNm/0,09Nm;6cNm/0,06Nm;4,8-6,4;Polyrex;2017-05-18 00:00:00;0
173;B&P-048-5203-KYY9-17;17.463;0;-120;40;0;-11;24.463;0;-120;17;-10;-120;AXIAL C3;31;13;NO;NO;NO;64;58;64;58;0.17 Nm;0.13 Nm;3.2 - 2.4 gr;Polyrex;2018-03-29 00:00:00;0
174;B&P-048-206KPP16-HNHL;16;0;-120;62;0;-13;24;0;-120;19.177;0;-10;C3;28;13;NO;NO;NO;64;58;64;58;0.56 Nm;0.37 Nm;4.854 - 6.472 gr;Polyrex;2019-11-27 00:00:00;0
175;B&P-048-GW211PP3-HNHL;33.325;0;-152;100;0;-15;33.325;0;-152;NO;NO;NO;Radial C3;36;18;38.89;127;-127;62;58;62;58;1.74Nm;1.16Nm;65 - 75%;polyrex;2021-04-14 00:00:00;0
176;B&B-048-207-KRRB19-HNHL;19;0;-120;72;0;-13;37.694;0;-120;32.5;NO;NO;Radial;33;15;31.8;127;0;64;58;64;58;0.2994 Nm;0.0918 Nm;60% - 80%;Polyrex;2019-01-28 00:00:00;C
177;BPB-048-W-208-PP21-N-HNHL;18;0;-120;80;0;-13;36.512;0;-120;32.4;400;0;C0;20;6;31.775;127;0;64;58;64;58;1.3Nm;0.74Nm;12.1 - 10.46;Polyrex;2017-10-02 00:00:00;E
178;BPB-048-205-KYYB5 - HNHL;15;0;-120;52;0;-13;25.4;0;-120;NO;NO;NO;Radial;38;13;22.25;127;0;64;58;64;58;0.237;0.158;4,8 - 6,4;polyrex;2017-09-22 00:00:00;D
179;B&P-048-BB205KRP2-UG-HNHL;15;0;-120;52;0;-13;21.107;0;-120;19.202;0;-10;RADIAL;38;13;NO;NO;NO;64;58;64;58;0.169 Nm;0.127 Nm;4.8 - 6.4 gr;polyrex;2021-04-13 00:00:00;0
180;B&P-048-W-208-PP21-N - HNHL;18;0;-120;80;0;-13;36.512;0;-120;32.4;400;0;C0;20;6;31.775;127;0;64;58;64;58;1.3Nm;0.74Nm;12.1 - 10.46;Polyrex;2017-10-02 00:00:00;E
181;B&P-048-GW-208-PPB22-HNHL;21;0;-127;80;0;-13;36.52;0;-127;32.4;400;0;C3;33;15;31.775;127;0;64;58;64;58;1.3 Nm;0.64 Nm;9.6 - 12.8;polyrex;2017-02-15 00:00:00;0
182;B&P-048-W-208-YYB22-HNHL ;21;0;-127;80;0;-13;36.51;0;-127;NO;NO;NO;C3;33;15;31.8;127;0;64;58;64;58;-;-;45 - 55 %;polyrex;2018-09-21 00:00:00;0
183;B&P-048-208-KRR4-HNHS;21;0;-120;80;0;-13;27.508;0;-120;38.894;0;-13;Radial C3;33;15;NO;NO;NO;64;58;64;58;0.176Nm;0.127Nm;9.6-12.8gr;polyrex;2018-11-07 00:00:00;A
184;BPB-048-204KYY2-ZJXY;14;0;-120;47;0;-130;20.995;120;0;NO;NO;NO;C0;;;17.653;130;0;64;58;64;58;0.169Nm;0.1129Nm;60-80%;polyrex;2020-12-16 00:00:00;A
185;BPB-048-G-210-KYYB2-HNHL;22;0;-127;90;0;-13;30;0;-127;NO;NO;NO;RADIAL;36;18;38.125;127;0;64;58;64;58;0.7965Nm;0.5310Nm;60-80%;polyrex;2021-09-02 00:00:00;A
186;BPB-048-207-KYYB2 - HNHL;19;0;-120;72;0;-13;37.694;0;-120;NO;NO;NO;RADIAL;15;33;28.6;127;0;64;58;64;58;45cNm / 0,45Nm;30cNm / 0,3Nm;60 - 80%;polyrex;2018-09-21 00:00:00;0
187;B&P-048-G-210-KPPB2-HNHL;22;0;-127;90;0;-13;30;0;-127;NO;NO;NO;Radial;36;18;38.125;127;0;64;58;64;58;-;-;60% - 80%;SHEL ALVANIA;2018-09-21 00:00:00;0
188;BPB-048-G-210-KYYB2-ZJXY;22;0;-127;90;0;-13;30;0;-127;NO;NO;NO;RADIAL;36;18;38.125;127;0;64;58;64;58;0.7965Nm;0.5310Nm;60-80%;polyrex;2021-09-02 00:00:00;A
189;BPB-048-G-210-KYYB2-ZJXY;22;0;-127;90;0;-13;30;0;-127;NO;NO;NO;RADIAL;36;18;38.125;127;0;64;58;64;58;0.941Nm;1.356Nm;60-80%;polyrex;2020-12-21 00:00:00;0
190;B&P-048-207-KRRB17-HNHL ;17;0;-127;72;0;-13;25;0;-127;32.5;NO;NO;RADIAL;5;20;31.8;127;0;64;58;64;58;0.318 Nm;0.247 Nm;60%- 80%;polyrex;2019-01-25 00:00:00;C
191;B&P-048-207-KRRB12-HNHL;17;0;-127;72;0;-13;25;0;-127;NO;NO;NO;RADIAL (C0);20;6;28.6;127;0;64;58;64;58;0.318 Nm;0.247 Nm;60-80%;Polyrex;2023-04-14 00:00:00;F
192;B&P-048-W208PPB16-HNHL ;18;0;-127;80;0;-13;36.52;0;-127;NO;NO;NO;C3;15;33;31.775;127;0;64;58;64;58;1.3 Nm;0.74 Nm;9.6 - 12.8;polyrex;2017-05-22 00:00:00;0
193;B&P-048-207-KRRB9-HNHL;17;0;-127;72;0;-13;37.694;0;-127;NO;NO;NO;C0;20;6;28.6;127;0;64;58;64;58;0.318 N.m;0.247 N.m;60%-80%;Polyrex;2022-07-01 00:00:00;A
194;BPB-048-204KYY2-HNHL;14;0;-120;47;0;-13;20.995;120;0;NO;NO;NO;C0;;;17.653;130;0;64;58;64;58;0.169Nm;0.1129Nm;60-80%;polyrex;2020-12-16 00:00:00;A
195;BPB-048-204KYY7-HNHL;15.494;0;-120;47;0;-13;19.694;0;-120;16.053;0;-60;RADIAL;36;46;NO;NO;NO;64;58;64;58;0.169Nm;0.1129Nm;2,0-3,0;polyrex;2018-02-26 00:00:00;H
196;PEE-047-G-209-KPPB;19;0;-127;85;0;-13;30;0;-127;NO;NO;NO;radial;20;6;38.125;127;0;64;58;64;58;1.152 Nm;0.8 Nm;60-80%;polyrex;2007-10-08 00:00:00;0
197;PEE-047-209-KRRB2;19;0;-127;85;0;-15;30;0;-127;NO;NO;NO;radial C3;33;20;38.125;127;0;64;58;64;58;-;-;60-80%;polyrex;2007-10-08 00:00:00;0
198;B&P-048-W59190-TS-XCYW;34.95;0;-120;47;0;-11;37.1;0;-120;20;0;-12;axial C3;34;16;NO;NO;NO;64;58;64;58;-;-;60-80%;polyrex;2021-11-23 00:00:00;0
199;B&P-048-206-K14-HNHS;16;0;-120;62;0;-13;24;0;-120;31.773;0;-10;Radial C3;28;13;NO;NO;NO;64;58;64;58;-;-;-;-;2010-04-16 00:00:00;0
200;B&P-048-W208KPP53-HNHS;22;0;-120;80;0;-13;36;0;-120;38.1;21;0;radial;33;13;NO;NO;NO;64;58;64;58;-;-;60-80%;polyrex;2021-09-23 00:00:00;0
201;B&P-048-5209-KRRB2-HNHS;30;0;-120;85;0;-15;33;0;-120;NO;NO;NO;Axial;44;23;38.1;200;0;62;58;62;58;60cNm/0,6Nm;50cNm/0,5Nm;15,4 - 17,6;Polyrex;2021-12-29 00:00:00;A
202;B&P-048-BB203-KRR2FD-HNHS;12;0;-120;40;0;-11;18.288;0;-120;16.256;0;-127;Axial;51;10;NO;NO;NO;64;58;64;58;0.106;0.071;60-80%;Polyrex;2021-12-29 00:00:00;A
203;BPB-048-205-KRRB2-ZJXY;15;0;-120;52;0;-13;25.4;0;-120;NO;NO;NO;Radial;5;20;22.25;127;0;64;58;64;58;92cNm/0,092Nm;56cNm/0,056Nm;4,8-6,4;Polyrex;2018-10-24 00:00:00;F
204;BPB-048-206-KRR6-HNHL;16;0;-127;62;0;-13;24;0;-127;NO;NO;NO;C3;28;13;25.4;127;0;64;58;64;58;0.092Nm;0.056Nm;60% - 80%;Polyrex;2018-03-01 00:00:00;E
205;B&P-048-W208KRRB6-HNHL   ;21;0;-127;80;0;-13;36.52;0;-127;NO;NO;NO;C0;20;6;34.95;127;0;64;58;64;58;0.18 Nm;0.13 Nm;60% - 80%;polyrex;2016-04-18 00:00:00;0
206;B&P-048-206-KRRB6-HNHL   ;16;0;-120;62;0;-13;24;0;-120;NO;NO;NO;Radial C3;28;13;25.425;127;0;64;58;64;58;0.092Nm;0.056Nm;6.47-4.85 gr;Polyrex;2017-09-22 00:00:00;D
207;B&P-048-5204-KPP3-ZJXY;42.6;50;-50;47;0;-15;48;0;-120;20;127;0;AXIAL;20;35;NO;NO;NO;62 HRC;58 HRC;62 HRC;58 HRC;……………………….;……………………….;65-75%;polyrex;2021-12-28 00:00:00;I
208;B&P-048-AG-1235-B-HNHL   ;18.263;0;-127;53.086;0;-13;19.428;0;-127;16.13;-10;-120;Radial/Axial;38 / 54;13 / 18;NO;NO;NO;64;58;64;58;0.169Nm;0.127Nm;3.2 - 4.27;Polyrex;2022-06-09 00:00:00;G
209;B&P-048-205-PPB7-YUN;15;NO;NO;52;NO;NO;34.925;NO;NO;23.813;NO;NO;RADIAL;38;13;NO;NO;NO;64;58;64;58;0.169Nm;0.127Nm;3.4 - 4.2 gr;polyrex;2022-06-10 00:00:00;A
210;B&P-048-W208PPB5-YUN;18;0;-120;80;0;-13;36.52;0;-120;NO;NO;NO;RADIAL C0;20;6;29.97;127;0;64;58;64;58;1.3Nm;0.74Nm;60-80%;polyrex;2016-04-18 00:00:00;0
211;B&P-048-W208PP5-YUN;18;0;-120;80;0;-13;36.52;0;-120;NO;NO;NO;RADIAL C0;20;6;29.97;127;0;64;58;64;58;1.3Nm;0.74Nm;60-80%;polyrex;2022-02-18 00:00:00;0
212;BPB-048-5203-KYY2-YUN;39.12;0;-380;40;0;-11;44.12;0;-380;16.256;0;-127;Radial;5;20;NO;NO;NO;64;58;64;58;12,7cNm / 0,127Nm;10,2cNm / 0,102Nm;6 - 6,95 gr;polyrex;2007-11-01 00:00:00;0
213;B&P-048-204-KRR2-HNHL;14;0;-120;47;0;-13;20.955;0;-120;NO;NO;NO;RADIALC3;28;13;17.653;127;0;58;64;58;64;5,6cNm / 0,056Nm;9,2cNm / 0,092Nm;2,87 - 3,83;Polyrex;2023-04-04 00:00:00;A
214;B&P-048-AG-1235-PPZ9-HNHL;18.263;0;-127;53.086;0;-13;29.2;0;-127;14.46;0;-127;Axial/Radial;54 / 38;18 / 13;NO;NO;NO;64;58;64;58;0.169 Nm;0.127 Nm;4.16-3.12gr;polyrex;2022-12-06 00:00:00;K
215;B&P-048-BB205KRP2-HNHL;15;0;-120;52;0;-13;21.107;0;-120;19.202;0;-10;RADIAL;38;13;NO;NO;NO;64;58;64;58;0.169 Nm;0.127 Nm;4.8 - 6.4 gr;polyrex;2022-02-08 00:00:00;B
216;B&P-048-CF5202-2RST-CMI;15.9;0;-120;38.2;130;-130;15.9;0;-120;12.7;130;0;Radial;20;8;NO;0;0;64;58;64;58;9,1cNm / 0,091Nm;5,6cNm / 0,056Nm;1,2 - 1,6;Polyrex;2022-05-17 00:00:00;F
217;B&P-048-SAB5207-35-CMI;27;0;-120;72;0;-13;45.6;0;-120;35;20;0;AXIAL C3;40;21;NO;NO;NO;64;58;64;58;20cNm / 0,20Nm;15cNm / 0,15Nm;35%-45%;Polyrex;2022-07-11 00:00:00;C
218;B&P-048-GW211-PP25-HBZD;33.325;0;-152;100;0;-15;44.45;0;-152;45.339;127;0;Radial C3;36;18;NO;NO;NO;64;58;64;58;1.64Nm;1.16Nm;60 - 80 %;polyrex;2022-10-05 00:00:00;A
219;B&P-048-205-PP9-HBZD;15;0;-120;52;0;-13;34.925;0;-120;19.202;0;-10;RADIAL;38;13;NO;NO;NO;64;58;64;58;0.169N.m;0.127N.m;2.7-3.6gr;polyrex;2019-11-27 00:00:00;0
220;B&P-048-W208-PP5-HBZD;18;0;-120;80;0;-13;36.52;0;-127;NO;NO;NO;RADIAL C0;20;6;29.97;127;0;64;58;64;58;1.3Nm;0.74Nm;60-80%;polyrex;2022-02-18 00:00:00;0
221;B&P-048-W208-PPB12-HBZD;30.175;0;-127;85.75;0;-13;36.52;0;-127;NO;NO;NO;radial C0;20;6;29.972;127;0;64;58;64;58;1.3Nm;0.74Nm;60-80%;polyrex;2022-08-11 00:00:00;0
222;B&P-048-GW211-PPB3-HBZD;33.325;0;-0.152;100;0;-15;33.325;0;-0.152;NO;NO;NO;Radial C3;43;23;38.89;127;-127;64;58;64;58;……..;………;60-80%;polyrex;2022-08-18 00:00:00;0
223;B&P-048-W210-PP4-HBZD;30.18;0;-0.127;90;0;-15;30.18;0;-127;NO;NO;NO;Radial C3;36;18;29.97;127;0;64;58;64;58;1.36Nm;0.9Nm;60-80%;polyrex;2024-09-03 00:00:00;C
224;B&P-048-W211-PP27-HBZD;33.274;0;-152;100;0;-15;38.862;0;-152;NO;NO;NO;Radial C0;28;8;38.89;127;0;64;58;64;58;1.64Nm;1.16Nm;60-80%;polyrex;2022-10-18 00:00:00;0
225;B&P-048-206KPP16-HBZD;16;0;-120;62;0;-13;24;0;-120;19.177;0;-10;Axial/Radial;28;13;NO;NO;NO;64;58;64;58;0.56Nm;0.37Nm;6.472-4.854 gr;polyrex;2022-08-18 00:00:00;0
226;B&P-048-W208PP6-HBZD;18;0;-120;80;0;-13;36.52;0;-127;52.8;0;-10;Radial C0;20;6;26.162;127;0;64;58;64;58;1.3Nm;0.74Nm;60-80%;polyrex;2022-08-18 00:00:00;0
227;B&P-048-GW211PP3-HBZD;33.325;0;-152;100;0;-15;33.325;0;-152;NO;NO;NO;Radial C3;43;23;38.89;127;-127;64;58;64;58;……..;……..;60-80%;polyrex;2022-08-18 00:00:00;0
228;B&P-048-GW211-PP17-HBZD;33.325;0;-152;100;0;-15;44.45;0;-152;NO;NO;NO;Radial C0;28;8;38.89;127;0;64;58;64;58;1.64Nm;1.16Nm;60-80%;polyrex;2022-08-11 00:00:00;0
229;B&P-048-W208PPB6-HBZD;18;0;-120;80;0;-13;36.52;0;-127;52.8;0;-10;Radial C0;20;6;26.162;127;0;64;58;64;58;1.3Nm;0.74Nm;60-80%;polyrex;2022-08-18 00:00:00;0
230;B&P-048-204-PY3-HNHL;15.494;0;-127;45.225;0;-11;18.669;0;-127;16.053;0;-80;Radial C4;33;18;NO;NO;NO;64;58;64;58;0.16Nm;0.1Nm;60-80%;polyrex;2022-10-05 00:00:00;B
