Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-048-CF5202-2RST-;36,5;150;-150;36,5;150;-150;-;-;-;54;740;0;-;-;-;-;-;-;-;23/03/2016;A
