Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-048-CF5202-2RST-;31;300;-300;31;300;-300;125;500;-500;62;9;-21;-;-;-;-;-;-;-;23/03/2016;A
