Empresa;Comp;Numero;Fecha;Producto;Cantidad;Deposito;Ubicacion;Observ;Proveedor;Usuario;OC;CodOC
BPB;IDESP;7071;01/12/2025;000-053-X-30206;2500;03;X-00-00-00;Op #2 -  Straight profile for raceway and roller;ESUN GLOBAL CO.,LTD;mconde;1051;OCEUG
BPB;IDESP;7071;01/12/2025;000-054-TCY206;2500;03;X-00-00-00;Op #2 -  Straight profile for raceway and roller;ESUN GLOBAL CO.,LTD;mconde;1051;OCEUG
BPB;IDESP;7071;01/12/2025;000-053-X-30210;1000;03;X-00-00-00;Op #2 -  Straight profile for raceway and roller;ESUN GLOBAL CO.,LTD;mconde;1051;OCEUG
BPB;IDESP;7072;01/12/2025;B&P-041-HD09-2RS;500;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;927;OCBET
BPB;IDESP;7073;01/12/2025;B&P-047-PA-209;299;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;922;OCBET
BPB;IDESP;7074;01/12/2025;B&P-037-BP-22001-02;3999;03;X-00-00-00;Tooling Charge USD 269.75;BESTECH INDUSTRIES LTD;mconde;943;OCBET
BPB;IDESP;7074;01/12/2025;B&P-999-011;2;03;X-00-00-00;PO#151 BET;BESTECH INDUSTRIES LTD;mconde;159;OCREP
BPB;IDESP;7074;01/12/2025;B&P-999-012;2;03;X-00-00-00;PO#151 BET;BESTECH INDUSTRIES LTD;mconde;159;OCREP
BPB;IDESP;7074;01/12/2025;B&P-037-BP-22001-02;1;03;X-00-00-00;PO#943 BET;BESTECH INDUSTRIES LTD;mconde;159;OCREP
BPB;IDESP;7074;01/12/2025;B&P-999-009;2;03;X-00-00-00;PO#151 BET;BESTECH INDUSTRIES LTD;mconde;159;OCREP
BPB;IDESP;7074;01/12/2025;B&P-999-010;2;03;X-00-00-00;PO#151 BET;BESTECH INDUSTRIES LTD;mconde;159;OCREP
BPB;IDESP;7075;01/12/2025;TSG-DDS-70;100;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1062;OCEUG
BPB;IDESP;7076;02/12/2025;B&P-048-205-KYYB5;2500;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1054;OCEUG
BPB;IDESP;7076;02/12/2025;B&P-048-205-KYYB5;96;03;X-00-00-00;PO#1054 ESUN;ESUN GLOBAL CO.,LTD;mconde;154;OCREP
BPB;IDESP;7080;05/12/2025;B&P-033-ASA60-1H-REE;300;03;X-00-00-00;PO#1064 ESUN;ESUN GLOBAL CO.,LTD;mconde;1064;OCEUG
BPB;IDESP;7080;05/12/2025;B&P-033-ASA80-1H-REE;400;03;X-00-00-00;PO#1064 ESUN;ESUN GLOBAL CO.,LTD;mconde;1064;OCEUG
BPB;IDESP;7081;05/12/2025;B&P-048-210-PPB20;350;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1261;OCOMI
BPB;IDESP;7081;05/12/2025;BPB-048-BB204-KYY2;250;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1261;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-001-OR206-G18;200;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-002-ASL206-30-02;200;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-005-CAGE206-17;200;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-003-BALL-3/8;1800;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-004-206-RW-08;400;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-001-OR206-G18;300;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-002-ACL206-20-02;300;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-005-CAGE206-17;300;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-003-BALL-3/8;2700;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-004-206-RW-08;600;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-010-LOC206-20;300;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-001-OR207-01;1000;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-002-ECL207-35-02;1000;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-005-CAGE207-17;1000;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
