Empresa;Comp;Numero;Fecha;Producto;Cantidad;Deposito;Ubicacion;Observ;Proveedor;Usuario;OC;CodOC
BPB;IDESP;7081;05/12/2025;B&P-003-BALL-7/16;9000;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-004-207-DBL-08;2000;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-010-LOC207-35;1000;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1268;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-047-ECL212-39D;300;03;X-00-00-00;Seal Tooling Charge USD 516.23;MIDLAND INDUSTRIES HK LIMITED;mconde;1269;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-047-SAB-214-70DG;200;03;X-00-00-00;Seal Tooling Charge USD 516.23;MIDLAND INDUSTRIES HK LIMITED;mconde;1269;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51103;500;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51115;300;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-048-51206;100;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51209;50;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51210;50;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51106;300;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51108;200;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51109;200;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51110;500;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51111;200;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51112;200;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7081;05/12/2025;B&P-040-51114;200;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1276;OCOMI
BPB;IDESP;7082;05/12/2025;B&P-001-OR205-G;1488;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-003-BALL-5/16;27000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-002-ECL205-25-02;1488;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-005-CAGE205-17;1488;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-001-OR205-G;3000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-003-BALL-5/16;13392;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-004-205-DBL-08;2976;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-010-LOC205-25;1488;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-002-ECL205-16-02;3000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-001-OR207;2500;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-002-ECL207-35-02;608;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-005-CAGE207-17;608;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-003-BALL-7/16;22500;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-004-207-DBL-08;5000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-010-LOC207-35;2500;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-005-CAGE205-17;3000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-001-OR207-01;608;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-002-ECL207-35-02;1500;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-005-CAGE207-17;1500;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-003-BALL-7/16;5472;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;BPB-027-SEAL-207DBL;1216;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-010-LOC207-35;608;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-004-205-DBL-08;6000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-001-OR209-G;576;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-002-SAB209-28-02;576;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-005-CAGE209-17;576;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-003-BALL-1/2;5184;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-004-209-DBL-08;1152;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-001-OR210-G;450;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-002-ECL210-50-02;450;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-005-CAGE210-17;450;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-003-BALL-1/2;4500;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-010-LOC205-16;3000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-004-210-DBL-08;900;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-010-LOC210-50;450;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-001-OR210-G;1000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-002-SAB210-50-02;1000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-005-CAGE210-17;1000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-003-BALL-1/2;10000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-004-210-DBL-08;2000;03;X-00-00-00;;BESTECH INDUSTRIES LTD;mconde;902;OCBET
BPB;IDESP;7082;05/12/2025;B&P-002-ECL207-35-02;1000;03;X-00-00-00;PO#902 MID - item ECL207-35-DD;BESTECH INDUSTRIES LTD;mconde;140;OCREP
BPB;IDESP;7082;05/12/2025;B&P-005-CAGE207-17;1000;03;X-00-00-00;PO#902 MID - item ECL207-35-DD;BESTECH INDUSTRIES LTD;mconde;140;OCREP
BPB;IDESP;7083;05/12/2025;BPB-048-205-KRRB2;5000;03;X-00-00-00;PO#1055 ESUN;ESUN GLOBAL CO.,LTD;mconde;161;OCREP
BPB;IDESP;7083;05/12/2025;B&P-048-204-KRR2;1021;03;X-00-00-00;PO#1055 ESUN;ESUN GLOBAL CO.,LTD;mconde;161;OCREP
BPB;IDESP;7084;05/12/2025;B&P-047-SFC-85-M;863;03;X-00-00-00;PO#1284 MID;BESTECH INDUSTRIES LTD;mconde;158;OCREP
BPB;IDESP;7085;05/12/2025;B&P-045-PFM-5-Z;1000;03;X-00-00-00;PO#1294 MID;BESTECH INDUSTRIES LTD;mconde;159;OCREP
BPB;IDESP;7086;05/12/2025;BPB-056-ENG-2565-CHS;2500;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1286;OCOMI
BPB;IDESP;7086;05/12/2025;BPB-056-ENG-2565-CHS;2;03;X-00-00-00;PO#1286 MID;MIDLAND INDUSTRIES HK LIMITED;mconde;160;OCREP
BPB;IDESP;7088;19/12/2025;B&P-040-51310;200;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1291;OCOMI
BPB;IDESP;7088;19/12/2025;B&P-040-51118;16;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1291;OCOMI
BPB;IDESP;7088;19/12/2025;B&P-042-22213CW33C3;25;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1291;OCOMI
BPB;IDESP;7088;19/12/2025;B&P-042-22211-CW33C3;50;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1291;OCOMI
BPB;IDESP;7088;19/12/2025;BPB-042-22210-CW33C3;100;03;X-00-00-00;;MIDLAND INDUSTRIES HK LIMITED;mconde;1291;OCOMI
BPB;IDESP;7089;19/12/2025;B&P-047-ECL208-24DG;250;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1053;OCEUG
BPB;IDESP;7089;19/12/2025;B&P-047-SAB-206-30DG;1008;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1054;OCEUG
BPB;IDESP;7089;19/12/2025;B&P-047-ECL208-24DG;15;03;X-00-00-00;PO#1053 ESUN;ESUN GLOBAL CO.,LTD;mconde;153;OCREP
BPB;IDESP;7090;19/12/2025;B&P-047-ECL211-35D;250;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1053;OCEUG
BPB;IDESP;7090;19/12/2025;B&P-047-ACL206-18RG;497;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1053;OCEUG
BPB;IDESP;7090;19/12/2025;BPB-047-ACL206-20;500;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1053;OCEUG
BPB;IDESP;7090;19/12/2025;B&P-047-ACL206-30RG;100;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1053;OCEUG
BPB;IDESP;7090;19/12/2025;B&P-047-ACL206-30RR1;1000;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1053;OCEUG
BPB;IDESP;7090;19/12/2025;B&P-047-ASL-205-25MM;500;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1059;OCEUG
BPB;IDESP;7090;19/12/2025;B&P-048-CF5202-2RST-;2500;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1068;OCEUG
BPB;IDESP;7090;19/12/2025;B&P-048-SER-51;156;03;X-00-00-00;;ESUN GLOBAL CO.,LTD;mconde;1071;OCEUG
BPB;IDESP;7090;19/12/2025;B&P-047-ECL211-35D;22;03;X-00-00-00;PO#1053 ESUN;ESUN GLOBAL CO.,LTD;mconde;162;OCREP
BPB;IDESP;7090;19/12/2025;BPB-047-ACL206-20;20;03;X-00-00-00;PO#1053 ESUN;ESUN GLOBAL CO.,LTD;mconde;162;OCREP
BPB;IDESP;7090;19/12/2025;B&P-047-ACL206-30RG;5;03;X-00-00-00;PO#1053 ESUN;ESUN GLOBAL CO.,LTD;mconde;162;OCREP
BPB;IDESP;7090;19/12/2025;B&P-047-ACL206-30RR1;83;03;X-00-00-00;PO#1053 ESUN;ESUN GLOBAL CO.,LTD;mconde;162;OCREP
BPB;IDESP;7090;19/12/2025;B&P-047-ASL-205-25MM;22;03;X-00-00-00;PO#1059 ESUN;ESUN GLOBAL CO.,LTD;mconde;162;OCREP
BPB;IDESP;7090;19/12/2025;B&P-048-CF5202-2RST-;27;03;X-00-00-00;PO#1068 ESUN;ESUN GLOBAL CO.,LTD;mconde;162;OCREP
BPB;INAC;7068;26/11/2025;BPB-047-FD-205-A1;200;101;X-00-00-00;;GA BE BA DI  SRL;rrinaldi;0; 
BPB;INAC;7069;27/11/2025;BPB-037-UPN40X20;300;01;X-00-00-00;;ROGIRO ACEROS S.A.;glopez;0; 
BPB;INAC;7070;27/11/2025;BPB-037-TO8X20-CT;1500;01;X-00-00-00;;PEGASUS BEARING S. A.;glopez;0; 
BPB;INAC;7079;03/12/2025;BPB-037-SAE1045;24;01;X-00-00-00;;ROGIRO ACEROS S.A.;glopez;0; 
BPB;INAC;7079;03/12/2025;BPB-999-SAE1045Ø47.6;24;01;X-00-00-00;;ROGIRO ACEROS S.A.;glopez;0; 
BPB;INAC;7087;15/12/2025;CTI-250-112CB-A7;450;101;X-00-00-00;;PROCESOS IND. METALLO SA;glopez;0; 
BPB;InRet;3669;21/11/2025;BPB-056-DS3075C25-B;100;101;X-00-00-00;;MW AGROPARTES SRL;glopez;0; 
BPB;InRet;3670;28/11/2025;BPB-056-ENG307516CHS;200;101;X-00-00-00;;SUDOSILO S.A.;glopez;0; 
BPB;InRet;3670;28/11/2025;BPB-056-DS3075C25CHS;200;101;X-00-00-00;;SUDOSILO S.A.;glopez;0; 
BPB;InRet;3671;02/12/2025;BPB-056-DS3075C25-B;100;101;X-00-00-00;;MW AGROPARTES SRL;glopez;0; 
BPB;InRet;3672;04/12/2025;BPB-056-ENG307516CHS;100;101;X-00-00-00;;SUDOSILO S.A.;glopez;0; 
BPB;InRet;3672;04/12/2025;BPB-056-DS3075C25CHS;100;101;X-00-00-00;;SUDOSILO S.A.;glopez;0; 
BPB;InRet;3674;11/12/2025;BPB-056-DS3075C25-B;100;101;X-00-00-00;;MW AGROPARTES SRL;glopez;0; 
BPB;InRet;3676;11/12/2025;BPB-056-DS3075C25-B;11;101;X-00-00-00;;MW AGROPARTES SRL;glopez;0; 
BPB;InRet;3678;19/12/2025;BPB-056-ENG307516CHS;211;101;X-00-00-00;;SUDOSILO S.A.;dbo;0; 
BPB;InRet;3678;19/12/2025;BPB-056-DS3075C25CHS;211;101;X-00-00-00;;SUDOSILO S.A.;dbo;0; 
BPB;INSI;1031;26/11/2025;B&P-059-AG59517-65;16;101;D-05-02-01;CARP. 1442 / EMB. 1205;;dlosano;0; 
BPB;INSI;1031;26/11/2025;B&P-059-AG59517-65;20;101;D-05-02-02;CARP. 1442 / EMB. 1205;;dlosano;0; 
BPB;INSI;1031;26/11/2025;B&P-059-AG59517-65;16;101;D-05-02-03;CARP. 1442 / EMB. 1205;;dlosano;0; 
BPB;INSI;1032;04/12/2025;BPB-999-30203-MX;2064;01;H-06-02-03;Devolucion Ascanelli;;dlosano;0; 
BPB;INSI;1034;12/12/2025;B&P-041-LS16-2RS;52;101;G-21-02-01;;;rscotto;0; 
BPB;INSI;1035;18/12/2025;B&P-031-DAC-34670037;44;101;E-24-01-03;;;dbo;0; 
