Codigo;C;C+;C-;B;B+;B-;D;D+;D-;d;d+;d-;GR;GR+;GR-;ARO INT+;ARO INT -;ARO EXT +;ARO EXT -;Fecha Rev. Plano;Rev.
B&P-040-51310;23;0;-120;23;0;-120;90;0;-15;50;0;-12;C3;75;55;64;58;64;58;21/05/2025;B
